id,text,label
2234,หน้าส้นตีน พูดอะไรไม่รู้เรื่อง !!!,offensive
2235,ออกกำลังกาย รบกวนสอบถามหน่อยค่ะ,neutral
2236,คนเห็นต่าง ไล่ออกไปให้หมด ไปตายซะให้หมด,hate
2237,หน้าส้นตีน วันๆ ดีแต่ปาก ว่ะ,offensive
2238,พวกต่างด้าว ตัวถ่วงความเจริญ บนโลกใบนี้,hate
2239,ไอ้พวกขยะสังคม ตัวถ่วงความเจริญ ในประเทศเรา,hate
2240,วันนี้ไปกินข้าว น่าสนใจจริงๆ,neutral
2241,หนังเรื่องนี้ น่าสนใจจริงๆ,neutral
2242,วันนี้ไปกินข้าว ขอบคุณสำหรับข้อมูล,neutral
2243,ปลูกต้นไม้ น่าสนใจจริงๆ,neutral
2244,ออกกำลังกาย น่าสนใจจริงๆ,neutral
2245,ปลูกต้นไม้ ดีมากเลยครับ,neutral
2246,อากาศตอนเช้า มีความสุขมากๆ นะ,neutral
2247,ปัญญาอ่อน ทำตัวน่าสมเพช นะมึง,offensive
2248,โคตรห่วยแตก สันดานเสีย นะมึง,offensive
2249,การทำงานวันจันทร์ น่าสนใจจริงๆ,neutral
2250,หนังเรื่องนี้ รบกวนสอบถามหน่อยค่ะ,neutral
2251,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
2252,อากาศตอนเช้า มีความสุขมากๆ นะ,neutral
2253,การทำงานวันจันทร์ รบกวนสอบถามหน่อยค่ะ,neutral
2254,เทคโนโลยี AI มีความสุขมากๆ นะ,neutral
2255,อีปลวก พูดอะไรไม่รู้เรื่อง !!!,offensive
2256,คนเห็นต่าง ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
2257,ไอ้พวกขยะสังคม ไม่ควรมีสิทธิในประเทศนี้ บนโลกใบนี้,hate
2258,ไอ้พวกขยะสังคม มันคือเชื้อชั่ว บนโลกใบนี้,hate
2259,ไปไกลๆ ตีน ขับรถหมาไม่รับทาน !!!,offensive
2260,พวกเพศทางเลือก มันคือเชื้อชั่ว ไปตายซะให้หมด,hate
2261,น่ารำคาญฉิบหาย ขับรถหมาไม่รับทาน นะมึง,offensive
2262,การเรียนรู้ภาษาไทย น่าสนใจจริงๆ,neutral
2263,หนังเรื่องนี้ สู้ๆ นะครับทุกคน,neutral
2264,ไอ้พวกขยะสังคม มันคือเชื้อชั่ว บนโลกใบนี้,hate
2265,คนเห็นต่าง ไม่ควรมีสิทธิในประเทศนี้ ไปตายซะให้หมด,hate
2266,ไปไกลๆ ตีน สันดานเสีย !!!,offensive
2267,ไอ้พวกขยะสังคม ตัวถ่วงความเจริญ อย่าให้มีที่ยืน,hate
2268,ปัญญาอ่อน แต่งตัวอุบาทว์ !!!,offensive
2269,ไอ้พวกขยะสังคม ไม่มีความเป็นคน ในสังคมไทย,hate
2270,พวกหน้าโง่ ตัวถ่วงความเจริญ ในประเทศเรา,hate
2271,ไอ้สัด วันๆ ดีแต่ปาก !!!,offensive
2272,ปัญญาอ่อน สันดานเสีย ว่ะ,offensive
2273,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ ไปตายซะให้หมด,hate
2274,ปลูกต้นไม้ ดีมากเลยครับ,neutral
2275,พวกไร้การศึกษา ตัวถ่วงความเจริญ อย่าให้มีที่ยืน,hate
2276,อีปลวก ขับรถหมาไม่รับทาน นะมึง,offensive
2277,ปัญญาอ่อน ทำตัวน่าสมเพช นะมึง,offensive
2278,การเรียนรู้ภาษาไทย สู้ๆ นะครับทุกคน,neutral
2279,ไอ้สัด สันดานเสีย นะมึง,offensive
2280,หน้าส้นตีน ขับรถหมาไม่รับทาน !!!,offensive
2281,น่ารำคาญฉิบหาย แต่งตัวอุบาทว์ ว่ะ,offensive
2282,กระจอก สันดานเสีย จริงๆ,offensive
2283,อากาศตอนเช้า ขอบคุณสำหรับข้อมูล,neutral
2284,มึงมันโง่ วันๆ ดีแต่ปาก !!!,offensive
2285,พวกไร้การศึกษา ตัวถ่วงความเจริญ ในประเทศเรา,hate
2286,วันนี้ไปกินข้าว รบกวนสอบถามหน่อยค่ะ,neutral
2287,อากาศตอนเช้า ขอบคุณสำหรับข้อมูล,neutral
2288,พวกหน้าโง่ ไม่มีความเป็นคน อย่าให้มีที่ยืน,hate
2289,ไอ้สารเลว สันดานเสีย !!!,offensive
2290,วันนี้ไปกินข้าว ดีมากเลยครับ,neutral
2291,พวกต่างด้าว ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
2292,อีปลวก แต่งตัวอุบาทว์ !!!,offensive
2293,ออกกำลังกาย ดีมากเลยครับ,neutral
2294,การทำงานวันจันทร์ รบกวนสอบถามหน่อยค่ะ,neutral
2295,หน้าด้าน สันดานเสีย นะมึง,offensive
2296,อากาศตอนเช้า ขอบคุณสำหรับข้อมูล,neutral
2297,ไอ้สัด วันๆ ดีแต่ปาก นะมึง,offensive
2298,การเรียนรู้ภาษาไทย มีความสุขมากๆ นะ,neutral
2299,อย่ามาเสือก วันๆ ดีแต่ปาก จริงๆ,offensive
2300,การเรียนรู้ภาษาไทย น่าสนใจจริงๆ,neutral
2301,หน้าด้าน พูดอะไรไม่รู้เรื่อง !!!,offensive
2302,ไอ้สารเลว พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
2303,อย่ามาเสือก ขับรถหมาไม่รับทาน !!!,offensive
2304,อีปลวก แต่งตัวอุบาทว์ !!!,offensive
2305,ปัญญาอ่อน แต่งตัวอุบาทว์ !!!,offensive
2306,ไอ้พวกขยะสังคม ไม่มีความเป็นคน บนโลกใบนี้,hate
2307,ออกกำลังกาย สู้ๆ นะครับทุกคน,neutral
2308,วันนี้ไปกินข้าว ขอบคุณสำหรับข้อมูล,neutral
2309,คนเห็นต่าง ไล่ออกไปให้หมด ไปตายซะให้หมด,hate
2310,ไอ้สารเลว แต่งตัวอุบาทว์ จริงๆ,offensive
2311,โคตรห่วยแตก ทำตัวน่าสมเพช !!!,offensive
2312,การทำงานวันจันทร์ ดีมากเลยครับ,neutral
2313,อีปลวก ทำตัวน่าสมเพช ว่ะ,offensive
2314,ปัญญาอ่อน ทำตัวน่าสมเพช ว่ะ,offensive
2315,อีปลวก วันๆ ดีแต่ปาก !!!,offensive
2316,การเรียนรู้ภาษาไทย รบกวนสอบถามหน่อยค่ะ,neutral
2317,อากาศตอนเช้า ดีมากเลยครับ,neutral
2318,โคตรห่วยแตก สันดานเสีย !!!,offensive
2319,คนเห็นต่าง ต้องถูกกำจัด อย่าให้มีที่ยืน,hate
2320,พวกไร้การศึกษา ไม่ควรมีสิทธิในประเทศนี้ ไปตายซะให้หมด,hate
2321,ไอ้สารเลว แต่งตัวอุบาทว์ จริงๆ,offensive
2322,ไอ้สัด พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
2323,คนเห็นต่าง ไล่ออกไปให้หมด บนโลกใบนี้,hate
2324,พวกหน้าโง่ ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
2325,กระจอก พูดอะไรไม่รู้เรื่อง !!!,offensive
2326,วันนี้ไปกินข้าว มีความสุขมากๆ นะ,neutral
2327,เทคโนโลยี AI ขอบคุณสำหรับข้อมูล,neutral
2328,ไปไกลๆ ตีน สันดานเสีย นะมึง,offensive
2329,การเรียนรู้ภาษาไทย ขอบคุณสำหรับข้อมูล,neutral
2330,น่ารำคาญฉิบหาย แต่งตัวอุบาทว์ จริงๆ,offensive
2331,พวกหน้าโง่ ไม่ควรมีสิทธิในประเทศนี้ บนโลกใบนี้,hate
2332,ไอ้สัด ทำตัวน่าสมเพช ว่ะ,offensive
2333,คนเห็นต่าง มันคือเชื้อชั่ว ในสังคมไทย,hate
2334,พวกไร้การศึกษา ต้องถูกกำจัด บนโลกใบนี้,hate
2335,กลุ่มการเมือง ตัวถ่วงความเจริญ อย่าให้มีที่ยืน,hate
2336,ไอ้พวกขยะสังคม ต้องถูกกำจัด ในประเทศเรา,hate
2337,ปัญญาอ่อน วันๆ ดีแต่ปาก จริงๆ,offensive
2338,กระจอก แต่งตัวอุบาทว์ ว่ะ,offensive
2339,อากาศตอนเช้า ดีมากเลยครับ,neutral
2340,อย่ามาเสือก ขับรถหมาไม่รับทาน ว่ะ,offensive
2341,คนเห็นต่าง ต้องถูกกำจัด ในสังคมไทย,hate
2342,การทำงานวันจันทร์ รบกวนสอบถามหน่อยค่ะ,neutral
2343,วันนี้ไปกินข้าว น่าสนใจจริงๆ,neutral
2344,กระจอก ทำตัวน่าสมเพช !!!,offensive
2345,มึงมันโง่ ขับรถหมาไม่รับทาน !!!,offensive
2346,วันนี้ไปกินข้าว มีความสุขมากๆ นะ,neutral
2347,วันนี้ไปกินข้าว ขอบคุณสำหรับข้อมูล,neutral
2348,พวกไร้การศึกษา ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
2349,อากาศตอนเช้า น่าสนใจจริงๆ,neutral
2350,อากาศตอนเช้า สู้ๆ นะครับทุกคน,neutral
2351,อย่ามาเสือก พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
2352,พวกไร้การศึกษา ตัวถ่วงความเจริญ ในสังคมไทย,hate
2353,ปัญญาอ่อน วันๆ ดีแต่ปาก !!!,offensive
2354,การทำงานวันจันทร์ น่าสนใจจริงๆ,neutral
2355,การทำงานวันจันทร์ รบกวนสอบถามหน่อยค่ะ,neutral
2356,กระจอก ทำตัวน่าสมเพช ว่ะ,offensive
2357,ออกกำลังกาย รบกวนสอบถามหน่อยค่ะ,neutral
2358,ปัญญาอ่อน พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
2359,น่ารำคาญฉิบหาย สันดานเสีย จริงๆ,offensive
2360,หน้าส้นตีน วันๆ ดีแต่ปาก จริงๆ,offensive
2361,หน้าด้าน แต่งตัวอุบาทว์ !!!,offensive
2362,หน้าส้นตีน วันๆ ดีแต่ปาก นะมึง,offensive
2363,พวกต่างด้าว มันคือเชื้อชั่ว อย่าให้มีที่ยืน,hate
2364,พวกหน้าโง่ ไม่ควรมีสิทธิในประเทศนี้ บนโลกใบนี้,hate
2365,ปลูกต้นไม้ ดีมากเลยครับ,neutral
2366,โคตรห่วยแตก ขับรถหมาไม่รับทาน นะมึง,offensive
2367,กลุ่มการเมือง ไล่ออกไปให้หมด ในสังคมไทย,hate
2368,ไอ้พวกขยะสังคม ไม่มีความเป็นคน ไปตายซะให้หมด,hate
2369,อย่ามาเสือก วันๆ ดีแต่ปาก ว่ะ,offensive
2370,โคตรห่วยแตก วันๆ ดีแต่ปาก !!!,offensive
2371,คนเห็นต่าง ตัวถ่วงความเจริญ อย่าให้มีที่ยืน,hate
2372,ปลูกต้นไม้ มีความสุขมากๆ นะ,neutral
2373,ไอ้สัด ทำตัวน่าสมเพช จริงๆ,offensive
2374,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
2375,หน้าด้าน วันๆ ดีแต่ปาก ว่ะ,offensive
2376,ออกกำลังกาย ขอบคุณสำหรับข้อมูล,neutral
2377,ไอ้พวกขยะสังคม มันคือเชื้อชั่ว บนโลกใบนี้,hate
2378,คนเห็นต่าง ไม่มีความเป็นคน อย่าให้มีที่ยืน,hate
2379,กลุ่มการเมือง ไล่ออกไปให้หมด ในสังคมไทย,hate
2380,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
2381,ไอ้สัด ขับรถหมาไม่รับทาน !!!,offensive
2382,ไอ้สัด สันดานเสีย !!!,offensive
2383,ไอ้พวกขยะสังคม ไม่มีความเป็นคน ในสังคมไทย,hate
2384,การทำงานวันจันทร์ มีความสุขมากๆ นะ,neutral
2385,อากาศตอนเช้า ขอบคุณสำหรับข้อมูล,neutral
2386,อย่ามาเสือก ทำตัวน่าสมเพช นะมึง,offensive
2387,อย่ามาเสือก วันๆ ดีแต่ปาก จริงๆ,offensive
2388,การเรียนรู้ภาษาไทย มีความสุขมากๆ นะ,neutral
2389,การทำงานวันจันทร์ รบกวนสอบถามหน่อยค่ะ,neutral
2390,ไอ้พวกขยะสังคม ต้องถูกกำจัด บนโลกใบนี้,hate
2391,พวกต่างด้าว ตัวถ่วงความเจริญ ในประเทศเรา,hate
2392,หน้าด้าน แต่งตัวอุบาทว์ นะมึง,offensive
2393,การทำงานวันจันทร์ สู้ๆ นะครับทุกคน,neutral
2394,อีปลวก สันดานเสีย ว่ะ,offensive
2395,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
2396,พวกหน้าโง่ ไล่ออกไปให้หมด ไปตายซะให้หมด,hate
2397,ออกกำลังกาย รบกวนสอบถามหน่อยค่ะ,neutral
2398,กลุ่มการเมือง ตัวถ่วงความเจริญ บนโลกใบนี้,hate
2399,เทคโนโลยี AI น่าสนใจจริงๆ,neutral
2400,อากาศตอนเช้า รบกวนสอบถามหน่อยค่ะ,neutral
2401,วันนี้ไปกินข้าว น่าสนใจจริงๆ,neutral
2402,ไอ้สารเลว ขับรถหมาไม่รับทาน จริงๆ,offensive
2403,คนเห็นต่าง ไม่ควรมีสิทธิในประเทศนี้ ในสังคมไทย,hate
2404,น่ารำคาญฉิบหาย ทำตัวน่าสมเพช นะมึง,offensive
2405,พวกหน้าโง่ ตัวถ่วงความเจริญ ในสังคมไทย,hate
2406,คนเห็นต่าง ต้องถูกกำจัด บนโลกใบนี้,hate
2407,ไอ้พวกขยะสังคม ไม่มีความเป็นคน ไปตายซะให้หมด,hate
2408,โคตรห่วยแตก ทำตัวน่าสมเพช จริงๆ,offensive
2409,ไปไกลๆ ตีน พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
2410,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
2411,อย่ามาเสือก พูดอะไรไม่รู้เรื่อง นะมึง,offensive
2412,ปลูกต้นไม้ รบกวนสอบถามหน่อยค่ะ,neutral
2413,ออกกำลังกาย รบกวนสอบถามหน่อยค่ะ,neutral
2414,พวกเพศทางเลือก มันคือเชื้อชั่ว ในประเทศเรา,hate
2415,ออกกำลังกาย น่าสนใจจริงๆ,neutral
2416,ออกกำลังกาย รบกวนสอบถามหน่อยค่ะ,neutral
2417,พวกไร้การศึกษา ต้องถูกกำจัด ในประเทศเรา,hate
2418,พวกหน้าโง่ ตัวถ่วงความเจริญ อย่าให้มีที่ยืน,hate
2419,น่ารำคาญฉิบหาย ขับรถหมาไม่รับทาน จริงๆ,offensive
2420,พวกหน้าโง่ ต้องถูกกำจัด ในสังคมไทย,hate
2421,ไอ้พวกขยะสังคม มันคือเชื้อชั่ว ไปตายซะให้หมด,hate
2422,ไอ้พวกขยะสังคม ไม่มีความเป็นคน ในประเทศเรา,hate
2423,การเรียนรู้ภาษาไทย ดีมากเลยครับ,neutral
2424,พวกต่างด้าว ตัวถ่วงความเจริญ อย่าให้มีที่ยืน,hate
2425,อีปลวก ทำตัวน่าสมเพช นะมึง,offensive
2426,ไอ้สัด พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
2427,เทคโนโลยี AI น่าสนใจจริงๆ,neutral
2428,การเรียนรู้ภาษาไทย น่าสนใจจริงๆ,neutral
2429,ไอ้พวกขยะสังคม ไม่มีความเป็นคน อย่าให้มีที่ยืน,hate
2430,คนเห็นต่าง ตัวถ่วงความเจริญ ในประเทศเรา,hate
2431,หนังเรื่องนี้ มีความสุขมากๆ นะ,neutral
2432,วันนี้ไปกินข้าว สู้ๆ นะครับทุกคน,neutral
2433,การเรียนรู้ภาษาไทย มีความสุขมากๆ นะ,neutral
2434,พวกไร้การศึกษา ต้องถูกกำจัด อย่าให้มีที่ยืน,hate
2435,พวกไร้การศึกษา ไม่มีความเป็นคน ในประเทศเรา,hate
2436,ออกกำลังกาย สู้ๆ นะครับทุกคน,neutral
2437,หนังเรื่องนี้ น่าสนใจจริงๆ,neutral
2438,น่ารำคาญฉิบหาย พูดอะไรไม่รู้เรื่อง นะมึง,offensive
2439,พวกไร้การศึกษา ไม่มีความเป็นคน ในสังคมไทย,hate
2440,กลุ่มการเมือง ต้องถูกกำจัด ไปตายซะให้หมด,hate
2441,อย่ามาเสือก พูดอะไรไม่รู้เรื่อง !!!,offensive
2442,อีปลวก พูดอะไรไม่รู้เรื่อง นะมึง,offensive
2443,คนเห็นต่าง ไม่ควรมีสิทธิในประเทศนี้ ไปตายซะให้หมด,hate
2444,พวกไร้การศึกษา ต้องถูกกำจัด ในสังคมไทย,hate
2445,การเรียนรู้ภาษาไทย ดีมากเลยครับ,neutral
2446,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
2447,พวกเพศทางเลือก ไม่มีความเป็นคน ไปตายซะให้หมด,hate
2448,กลุ่มการเมือง ไม่ควรมีสิทธิในประเทศนี้ ไปตายซะให้หมด,hate
2449,โคตรห่วยแตก ทำตัวน่าสมเพช ว่ะ,offensive
2450,หน้าส้นตีน ทำตัวน่าสมเพช !!!,offensive
2451,กระจอก วันๆ ดีแต่ปาก จริงๆ,offensive
2452,ปัญญาอ่อน ขับรถหมาไม่รับทาน ว่ะ,offensive
2453,หนังเรื่องนี้ น่าสนใจจริงๆ,neutral
2454,ไอ้พวกขยะสังคม ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
2455,ไอ้สารเลว ทำตัวน่าสมเพช นะมึง,offensive
2456,อากาศตอนเช้า สู้ๆ นะครับทุกคน,neutral
2457,คนเห็นต่าง ไล่ออกไปให้หมด ไปตายซะให้หมด,hate
2458,พวกต่างด้าว มันคือเชื้อชั่ว ไปตายซะให้หมด,hate
2459,อากาศตอนเช้า ดีมากเลยครับ,neutral
2460,ไอ้สารเลว พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
2461,ออกกำลังกาย ดีมากเลยครับ,neutral
2462,ปัญญาอ่อน พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
2463,พวกต่างด้าว ไล่ออกไปให้หมด ในประเทศเรา,hate
2464,การเรียนรู้ภาษาไทย สู้ๆ นะครับทุกคน,neutral
2465,ไอ้สารเลว ทำตัวน่าสมเพช !!!,offensive
2466,ปัญญาอ่อน วันๆ ดีแต่ปาก จริงๆ,offensive
2467,พวกเพศทางเลือก ตัวถ่วงความเจริญ อย่าให้มีที่ยืน,hate
2468,การทำงานวันจันทร์ สู้ๆ นะครับทุกคน,neutral
2469,โคตรห่วยแตก สันดานเสีย จริงๆ,offensive
2470,พวกหน้าโง่ ไล่ออกไปให้หมด บนโลกใบนี้,hate
2471,คนเห็นต่าง ตัวถ่วงความเจริญ ในประเทศเรา,hate
2472,ไอ้พวกขยะสังคม ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
2473,อย่ามาเสือก สันดานเสีย ว่ะ,offensive
2474,โคตรห่วยแตก พูดอะไรไม่รู้เรื่อง !!!,offensive
2475,พวกหน้าโง่ ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
2476,การทำงานวันจันทร์ สู้ๆ นะครับทุกคน,neutral
2477,ปัญญาอ่อน สันดานเสีย ว่ะ,offensive
2478,คนเห็นต่าง ต้องถูกกำจัด บนโลกใบนี้,hate
2479,ไอ้สารเลว พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
2480,อย่ามาเสือก วันๆ ดีแต่ปาก จริงๆ,offensive
2481,มึงมันโง่ พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
2482,อากาศตอนเช้า มีความสุขมากๆ นะ,neutral
2483,พวกไร้การศึกษา ไล่ออกไปให้หมด ไปตายซะให้หมด,hate
2484,เทคโนโลยี AI ดีมากเลยครับ,neutral
2485,เทคโนโลยี AI ขอบคุณสำหรับข้อมูล,neutral
2486,พวกหน้าโง่ ไม่มีความเป็นคน อย่าให้มีที่ยืน,hate
2487,ไอ้สารเลว ขับรถหมาไม่รับทาน นะมึง,offensive
2488,หนังเรื่องนี้ ขอบคุณสำหรับข้อมูล,neutral
2489,โคตรห่วยแตก ทำตัวน่าสมเพช ว่ะ,offensive
2490,พวกเพศทางเลือก ไม่มีความเป็นคน บนโลกใบนี้,hate
2491,วันนี้ไปกินข้าว น่าสนใจจริงๆ,neutral
2492,วันนี้ไปกินข้าว มีความสุขมากๆ นะ,neutral
2493,อย่ามาเสือก ทำตัวน่าสมเพช นะมึง,offensive
2494,พวกไร้การศึกษา ต้องถูกกำจัด บนโลกใบนี้,hate
2495,หนังเรื่องนี้ สู้ๆ นะครับทุกคน,neutral
2496,คนเห็นต่าง ไม่มีความเป็นคน บนโลกใบนี้,hate
2497,เทคโนโลยี AI รบกวนสอบถามหน่อยค่ะ,neutral
2498,กลุ่มการเมือง ไม่ควรมีสิทธิในประเทศนี้ ในประเทศเรา,hate
2499,โคตรห่วยแตก วันๆ ดีแต่ปาก นะมึง,offensive
2500,ไอ้พวกขยะสังคม ไม่มีความเป็นคน บนโลกใบนี้,hate
2501,กระจอก ขับรถหมาไม่รับทาน ว่ะ,offensive
2502,คนเห็นต่าง มันคือเชื้อชั่ว บนโลกใบนี้,hate
2503,ไอ้สารเลว สันดานเสีย จริงๆ,offensive
2504,กลุ่มการเมือง ต้องถูกกำจัด ในสังคมไทย,hate
2505,ปัญญาอ่อน สันดานเสีย จริงๆ,offensive
2506,กลุ่มการเมือง ตัวถ่วงความเจริญ บนโลกใบนี้,hate
2507,อากาศตอนเช้า มีความสุขมากๆ นะ,neutral
2508,อากาศตอนเช้า รบกวนสอบถามหน่อยค่ะ,neutral
2509,การเรียนรู้ภาษาไทย ดีมากเลยครับ,neutral
2510,เทคโนโลยี AI มีความสุขมากๆ นะ,neutral
2511,ไอ้สัด วันๆ ดีแต่ปาก ว่ะ,offensive
2512,เทคโนโลยี AI สู้ๆ นะครับทุกคน,neutral
2513,อีปลวก วันๆ ดีแต่ปาก !!!,offensive
2514,ปัญญาอ่อน พูดอะไรไม่รู้เรื่อง นะมึง,offensive
2515,เทคโนโลยี AI มีความสุขมากๆ นะ,neutral
2516,วันนี้ไปกินข้าว น่าสนใจจริงๆ,neutral
2517,คนเห็นต่าง มันคือเชื้อชั่ว ไปตายซะให้หมด,hate
2518,กลุ่มการเมือง มันคือเชื้อชั่ว ในสังคมไทย,hate
2519,กลุ่มการเมือง ต้องถูกกำจัด ไปตายซะให้หมด,hate
2520,หน้าด้าน วันๆ ดีแต่ปาก นะมึง,offensive
2521,พวกเพศทางเลือก ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
2522,การเรียนรู้ภาษาไทย สู้ๆ นะครับทุกคน,neutral
2523,ไอ้สัด วันๆ ดีแต่ปาก ว่ะ,offensive
2524,พวกไร้การศึกษา ไล่ออกไปให้หมด ไปตายซะให้หมด,hate
2525,วันนี้ไปกินข้าว มีความสุขมากๆ นะ,neutral
2526,พวกไร้การศึกษา ต้องถูกกำจัด ไปตายซะให้หมด,hate
2527,ปลูกต้นไม้ ดีมากเลยครับ,neutral
2528,หนังเรื่องนี้ สู้ๆ นะครับทุกคน,neutral
2529,ไอ้สัด ทำตัวน่าสมเพช !!!,offensive
2530,การทำงานวันจันทร์ มีความสุขมากๆ นะ,neutral
2531,พวกต่างด้าว ไม่มีความเป็นคน บนโลกใบนี้,hate
2532,มึงมันโง่ สันดานเสีย !!!,offensive
2533,คนเห็นต่าง ไม่มีความเป็นคน ไปตายซะให้หมด,hate
2534,เทคโนโลยี AI ขอบคุณสำหรับข้อมูล,neutral
2535,คนเห็นต่าง ต้องถูกกำจัด อย่าให้มีที่ยืน,hate
2536,หนังเรื่องนี้ ดีมากเลยครับ,neutral
2537,อีปลวก วันๆ ดีแต่ปาก ว่ะ,offensive
2538,ไอ้พวกขยะสังคม ต้องถูกกำจัด ในประเทศเรา,hate
2539,น่ารำคาญฉิบหาย พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
2540,พวกต่างด้าว ไม่มีความเป็นคน บนโลกใบนี้,hate
2541,ไอ้พวกขยะสังคม ไม่มีความเป็นคน อย่าให้มีที่ยืน,hate
2542,ปลูกต้นไม้ น่าสนใจจริงๆ,neutral
2543,พวกต่างด้าว ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
2544,อีปลวก พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
2545,โคตรห่วยแตก ทำตัวน่าสมเพช ว่ะ,offensive
2546,โคตรห่วยแตก แต่งตัวอุบาทว์ !!!,offensive
2547,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
2548,กลุ่มการเมือง ไม่ควรมีสิทธิในประเทศนี้ บนโลกใบนี้,hate
2549,หน้าด้าน ขับรถหมาไม่รับทาน จริงๆ,offensive
2550,หน้าด้าน วันๆ ดีแต่ปาก !!!,offensive
2551,มึงมันโง่ แต่งตัวอุบาทว์ นะมึง,offensive
2552,กระจอก พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
2553,พวกต่างด้าว ต้องถูกกำจัด ในประเทศเรา,hate
2554,ออกกำลังกาย น่าสนใจจริงๆ,neutral
2555,ไอ้สารเลว แต่งตัวอุบาทว์ !!!,offensive
2556,พวกต่างด้าว ไล่ออกไปให้หมด ไปตายซะให้หมด,hate
2557,พวกเพศทางเลือก มันคือเชื้อชั่ว ในสังคมไทย,hate
2558,ออกกำลังกาย รบกวนสอบถามหน่อยค่ะ,neutral
2559,พวกหน้าโง่ ตัวถ่วงความเจริญ ในประเทศเรา,hate
2560,พวกไร้การศึกษา ตัวถ่วงความเจริญ อย่าให้มีที่ยืน,hate
2561,หน้าด้าน สันดานเสีย ว่ะ,offensive
2562,กลุ่มการเมือง มันคือเชื้อชั่ว บนโลกใบนี้,hate
2563,อย่ามาเสือก ทำตัวน่าสมเพช ว่ะ,offensive
2564,การทำงานวันจันทร์ สู้ๆ นะครับทุกคน,neutral
2565,ไปไกลๆ ตีน สันดานเสีย !!!,offensive
2566,ปัญญาอ่อน สันดานเสีย นะมึง,offensive
2567,ปัญญาอ่อน ขับรถหมาไม่รับทาน !!!,offensive
2568,ไปไกลๆ ตีน พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
2569,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ ในสังคมไทย,hate
2570,เทคโนโลยี AI สู้ๆ นะครับทุกคน,neutral
2571,หนังเรื่องนี้ ขอบคุณสำหรับข้อมูล,neutral
2572,เทคโนโลยี AI ขอบคุณสำหรับข้อมูล,neutral
2573,หนังเรื่องนี้ ดีมากเลยครับ,neutral
2574,การเรียนรู้ภาษาไทย ขอบคุณสำหรับข้อมูล,neutral
2575,วันนี้ไปกินข้าว มีความสุขมากๆ นะ,neutral
2576,พวกต่างด้าว ไม่ควรมีสิทธิในประเทศนี้ ในสังคมไทย,hate
2577,น่ารำคาญฉิบหาย แต่งตัวอุบาทว์ จริงๆ,offensive
2578,พวกต่างด้าว มันคือเชื้อชั่ว ในประเทศเรา,hate
2579,คนเห็นต่าง ไม่มีความเป็นคน ในสังคมไทย,hate
2580,เทคโนโลยี AI น่าสนใจจริงๆ,neutral
2581,มึงมันโง่ ทำตัวน่าสมเพช จริงๆ,offensive
2582,กลุ่มการเมือง ไม่มีความเป็นคน ไปตายซะให้หมด,hate
2583,เทคโนโลยี AI ขอบคุณสำหรับข้อมูล,neutral
2584,พวกไร้การศึกษา ไม่ควรมีสิทธิในประเทศนี้ ไปตายซะให้หมด,hate
2585,พวกเพศทางเลือก ไม่มีความเป็นคน อย่าให้มีที่ยืน,hate
2586,เทคโนโลยี AI ขอบคุณสำหรับข้อมูล,neutral
2587,หนังเรื่องนี้ รบกวนสอบถามหน่อยค่ะ,neutral
2588,อย่ามาเสือก ขับรถหมาไม่รับทาน นะมึง,offensive
2589,พวกไร้การศึกษา ไล่ออกไปให้หมด บนโลกใบนี้,hate
2590,ออกกำลังกาย ขอบคุณสำหรับข้อมูล,neutral
